Year,County,Hospital,OSHPDID,system,Type of Report,Performance Measure,# of Adverse Events,# of Cases,Risk-adjusted Rate,Hospital Ratings,Longitude,Latitude
2018,Los Angeles,MemorialCare Long Beach Medical Center,106190525,Memorialcare,IMI,Carotid Endarterectomy,0,70,0,As Expected,-118.185,33.80801
2018,Los Angeles,MemorialCare Long Beach Medical Center,106190525,Memorialcare,IMI,GI Hemorrhage,10,398,2.7,As Expected,-118.185,33.80801
2018,Los Angeles,MemorialCare Long Beach Medical Center,106190525,Memorialcare,IMI,Heart Failure,13,770,2,As Expected,-118.185,33.80801
2018,Los Angeles,MemorialCare Long Beach Medical Center,106190525,Memorialcare,IMI,Hip Fracture,2,148,0.9,As Expected,-118.185,33.80801
2018,Los Angeles,MemorialCare Long Beach Medical Center,106190525,Memorialcare,IMI,PCI,9,341,2.9,As Expected,-118.185,33.80801
2018,Los Angeles,MemorialCare Long Beach Medical Center,106190525,Memorialcare,IMI,Pancreatic Resection,0,7,0,As Expected,-118.185,33.80801
2018,Los Angeles,MemorialCare Long Beach Medical Center,106190525,Memorialcare,IMI,Pneumonia,11,260,3.8,As Expected,-118.185,33.80801
2019,Los Angeles,MemorialCare Long Beach Medical Center,106190525,Memorialcare,CAB,Isolated CABG Operative Mortalit,4,132,3.115724,As Expected,-118.19,33.81
2019,Los Angeles,MemorialCare Long Beach Medical Center,106190525,Memorialcare,IMI,AAA Repair Endo Unrupture,0,25,0,As Expected,-118.185,33.80801
2019,Los Angeles,MemorialCare Long Beach Medical Center,106190525,Memorialcare,IMI,AAA Repair Open Unrupture,0,5,0,As Expected,-118.185,33.80801
2019,Los Angeles,MemorialCare Long Beach Medical Center,106190525,Memorialcare,IMI,AMI,20,385,5.5,As Expected,-118.185,33.80801
2019,Los Angeles,MemorialCare Long Beach Medical Center,106190525,Memorialcare,IMI,Acute Stroke,59,699,8.6,As Expected,-118.185,33.80801
2019,Los Angeles,MemorialCare Long Beach Medical Center,106190525,Memorialcare,IMI,Acute Stroke Hemorrhagic,36,146,22.9,As Expected,-118.185,33.80801
2019,Los Angeles,MemorialCare Long Beach Medical Center,106190525,Memorialcare,IMI,Acute Stroke Ischemic,22,535,4.4,As Expected,-118.185,33.80801
2019,Los Angeles,MemorialCare Long Beach Medical Center,106190525,Memorialcare,IMI,Acute Stroke Subarachnoid,1,18,6.9,As Expected,-118.185,33.80801
2019,Los Angeles,MemorialCare Long Beach Medical Center,106190525,Memorialcare,IMI,Carotid Endarterectomy,0,56,0,As Expected,-118.185,33.80801
2019,Los Angeles,MemorialCare Long Beach Medical Center,106190525,Memorialcare,IMI,GI Hemorrhage,5,384,1.2,As Expected,-118.185,33.80801
2019,Los Angeles,MemorialCare Long Beach Medical Center,106190525,Memorialcare,IMI,Heart Failure,20,858,2.6,As Expected,-118.185,33.80801
2019,Los Angeles,MemorialCare Long Beach Medical Center,106190525,Memorialcare,IMI,Hip Fracture,3,133,2,As Expected,-118.185,33.80801
2019,Los Angeles,MemorialCare Long Beach Medical Center,106190525,Memorialcare,IMI,PCI,12,302,5.3,As Expected,-118.185,33.80801
2019,Los Angeles,MemorialCare Long Beach Medical Center,106190525,Memorialcare,IMI,Pancreatic Resection,2,14,9,As Expected,-118.185,33.80801
2019,Los Angeles,MemorialCare Long Beach Medical Center,106190525,Memorialcare,IMI,Pneumonia,9,263,4,As Expected,-118.185,33.80801
2020,Los Angeles,MemorialCare Long Beach Medical Center,106190525,Memorialcare,CAB,Isolated CABG Operative Mortalit,3,116,2.740479,As Expected,-118.19,33.81
2020,Los Angeles,MemorialCare Long Beach Medical Center,106190525,Memorialcare,IMI,AAA Repair Endo Unrupture,1,25,2.7,As Expected,-118.185,33.80801
2020,Los Angeles,MemorialCare Long Beach Medical Center,106190525,Memorialcare,IMI,AAA Repair Open Unrupture,0,3,0,As Expected,-118.185,33.80801
2020,Los Angeles,MemorialCare Long Beach Medical Center,106190525,Memorialcare,IMI,AMI,20,312,5.5,As Expected,-118.185,33.80801
2020,Los Angeles,MemorialCare Long Beach Medical Center,106190525,Memorialcare,IMI,Acute Stroke,56,663,10.1,As Expected,-118.185,33.80801
2020,Los Angeles,MemorialCare Long Beach Medical Center,106190525,Memorialcare,IMI,Acute Stroke Hemorrhagic,22,134,21.9,As Expected,-118.185,33.80801
2020,Los Angeles,MemorialCare Long Beach Medical Center,106190525,Memorialcare,IMI,Acute Stroke Ischemic,28,499,6.6,As Expected,-118.185,33.80801
2020,Los Angeles,MemorialCare Long Beach Medical Center,106190525,Memorialcare,IMI,Acute Stroke Subarachnoid,6,30,18.8,As Expected,-118.185,33.80801
2020,Los Angeles,MemorialCare Long Beach Medical Center,106190525,Memorialcare,IMI,Carotid Endarterectomy,0,32,0,As Expected,-118.185,33.80801
2020,Los Angeles,MemorialCare Long Beach Medical Center,106190525,Memorialcare,IMI,GI Hemorrhage,13,345,3.3,As Expected,-118.185,33.80801
2020,Los Angeles,MemorialCare Long Beach Medical Center,106190525,Memorialcare,IMI,Heart Failure,14,574,2.8,As Expected,-118.185,33.80801
2020,Los Angeles,MemorialCare Long Beach Medical Center,106190525,Memorialcare,IMI,Hip Fracture,3,135,1.9,As Expected,-118.185,33.80801
2020,Los Angeles,MemorialCare Long Beach Medical Center,106190525,Memorialcare,IMI,PCI,11,225,6.2,As Expected,-118.185,33.80801
2020,Los Angeles,MemorialCare Long Beach Medical Center,106190525,Memorialcare,IMI,Pancreatic Resection,1,7,,As Expected,-118.185,33.80801
2020,Los Angeles,MemorialCare Long Beach Medical Center,106190525,Memorialcare,IMI,Pneumonia,33,474,7.1,As Expected,-118.185,33.80801
2016,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,CAB,Isolated CABG Operative Mortalit,3,51,8.85,As Expected,-118.04,34.14
2016,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,AMI,31,243,9.7,Worse,-118.038,34.13603
2016,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Acute Stroke,43,421,9.2,As Expected,-118.038,34.13603
2016,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Acute Stroke Hemorrhagic,24,92,24,As Expected,-118.038,34.13603
2016,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Acute Stroke Ischemic,13,317,4.1,As Expected,-118.038,34.13603
2016,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Acute Stroke Subarachnoid,6,12,25.6,As Expected,-118.038,34.13603
2016,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Carotid Endarterectomy,0,21,0,As Expected,-118.038,34.13603
2016,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,GI Hemorrhage,10,308,3,As Expected,-118.038,34.13603
2016,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Heart Failure,11,466,1.7,As Expected,-118.038,34.13603
2016,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Hip Fracture,4,200,1.9,As Expected,-118.038,34.13603
2016,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,PCI,15,159,8.1,Worse,-118.038,34.13603
2016,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Pancreatic Resection,1,4,7.4,As Expected,-118.038,34.13603
2016,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Pneumonia,9,303,2.3,As Expected,-118.038,34.13603
2017,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,CAB,Isolated CABG Operative Mortalit,1,49,2.85,As Expected,-118.04,34.14
2017,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,AMI,24,272,5.8,As Expected,-118.038,34.13603
2017,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Acute Stroke,41,411,8,As Expected,-118.038,34.13603
2017,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Acute Stroke Hemorrhagic,15,75,17.8,As Expected,-118.038,34.13603
2017,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Acute Stroke Ischemic,23,324,4.7,As Expected,-118.038,34.13603
2017,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Acute Stroke Subarachnoid,3,12,15.6,As Expected,-118.038,34.13603
2017,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Carotid Endarterectomy,0,17,0,As Expected,-118.038,34.13603
2017,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,GI Hemorrhage,16,305,3.2,As Expected,-118.038,34.13603
2017,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Heart Failure,10,563,1.2,Better,-118.038,34.13603
2017,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Hip Fracture,9,203,2.8,As Expected,-118.038,34.13603
2017,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,PCI,8,175,3.6,As Expected,-118.038,34.13603
2017,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Pancreatic Resection,1,3,7.9,As Expected,-118.038,34.13603
2017,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Pneumonia,8,256,2,As Expected,-118.038,34.13603
2018,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,CAB,Isolated CABG Operative Mortalit,1,48,2.29,As Expected,-118.04,34.14
2018,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,AMI,32,280,7,As Expected,-118.038,34.13603
2018,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Acute Stroke,72,456,9.5,As Expected,-118.038,34.13603
2018,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Acute Stroke Hemorrhagic,41,104,25.2,As Expected,-118.038,34.13603
2018,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Acute Stroke Ischemic,20,331,3.9,As Expected,-118.038,34.13603
2018,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Acute Stroke Subarachnoid,11,21,27.7,As Expected,-118.038,34.13603
2018,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Carotid Endarterectomy,2,23,4.2,As Expected,-118.038,34.13603
2018,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,GI Hemorrhage,8,354,1.8,As Expected,-118.038,34.13603
2018,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Heart Failure,30,613,2.9,As Expected,-118.038,34.13603
2018,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Hip Fracture,6,194,2.6,As Expected,-118.038,34.13603
2018,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,PCI,12,204,5.1,As Expected,-118.038,34.13603
2018,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Pancreatic Resection,1,3,11.6,As Expected,-118.038,34.13603
2018,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Pneumonia,18,356,3,As Expected,-118.038,34.13603
2019,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,CAB,Isolated CABG Operative Mortalit,3,42,8.178533,As Expected,-118.04,34.14
2019,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,AAA Repair Endo Unrupture,,,,,-118.038,34.13603
2019,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,AAA Repair Open Unrupture,,,,,-118.038,34.13603
2019,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,AMI,12,253,3.6,As Expected,-118.038,34.13603
2019,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Acute Stroke,74,484,12,Worse,-118.038,34.13603
2019,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Acute Stroke Hemorrhagic,30,87,25,As Expected,-118.038,34.13603
2019,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Acute Stroke Ischemic,35,370,7.3,Worse,-118.038,34.13603
2019,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Acute Stroke Subarachnoid,9,27,34.5,As Expected,-118.038,34.13603
2019,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Carotid Endarterectomy,0,12,0,As Expected,-118.038,34.13603
2019,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,GI Hemorrhage,5,280,1.9,As Expected,-118.038,34.13603
2019,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Heart Failure,28,650,3.5,As Expected,-118.038,34.13603
2019,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Hip Fracture,7,167,4.4,Worse,-118.038,34.13603
2019,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,PCI,6,186,2.1,As Expected,-118.038,34.13603
2019,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Pancreatic Resection,,,,,-118.038,34.13603
2019,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Pneumonia,18,337,4,As Expected,-118.038,34.13603
2020,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,CAB,Isolated CABG Operative Mortalit,1,25,3.281994,As Expected,-118.04,34.14
2020,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,AAA Repair Endo Unrupture,0,4,0,As Expected,-118.038,34.13603
2020,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,AAA Repair Open Unrupture,,,,,-118.038,34.13603
2020,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,AMI,9,169,4.3,As Expected,-118.038,34.13603
2020,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Acute Stroke,66,468,12.1,Worse,-118.038,34.13603
2020,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Acute Stroke Hemorrhagic,25,93,24.3,As Expected,-118.038,34.13603
2020,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Acute Stroke Ischemic,34,357,8,Worse,-118.038,34.13603
2020,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Acute Stroke Subarachnoid,7,18,27.1,As Expected,-118.038,34.13603
2020,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Carotid Endarterectomy,0,11,0,As Expected,-118.038,34.13603
2020,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,GI Hemorrhage,9,249,3,As Expected,-118.038,34.13603
2020,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Heart Failure,18,395,3.7,As Expected,-118.038,34.13603
2020,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Hip Fracture,1,145,0.6,As Expected,-118.038,34.13603
2020,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,PCI,6,121,5.5,As Expected,-118.038,34.13603
2020,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Pancreatic Resection,,,,,-118.038,34.13603
2020,Los Angeles,Methodist Hospital of Southern California,106190529,Independent/Other,IMI,Pneumonia,55,589,8.1,As Expected,-118.038,34.13603
2016,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,AMI,3,32,6,As Expected,-118.36,34.05754
2016,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Acute Stroke,3,52,7,As Expected,-118.36,34.05754
2016,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Acute Stroke Hemorrhagic,1,4,13.5,As Expected,-118.36,34.05754
2016,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Acute Stroke Ischemic,2,48,4.2,As Expected,-118.36,34.05754
2016,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Acute Stroke Subarachnoid,,,,,-118.36,34.05754
2016,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Carotid Endarterectomy,,,,,-118.36,34.05754
2016,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,GI Hemorrhage,5,137,2.9,As Expected,-118.36,34.05754
2016,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Heart Failure,4,219,2,As Expected,-118.36,34.05754
2016,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Hip Fracture,1,36,1.6,As Expected,-118.36,34.05754
2016,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,PCI,,,,,-118.36,34.05754
2016,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Pancreatic Resection,,,,,-118.36,34.05754
2016,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Pneumonia,7,142,3.3,As Expected,-118.36,34.05754
2017,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,AMI,5,38,7.8,As Expected,-118.36,34.05754
2017,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Acute Stroke,3,38,13,As Expected,-118.36,34.05754
2017,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Acute Stroke Hemorrhagic,,,,,-118.36,34.05754
2017,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Acute Stroke Ischemic,2,37,5.1,As Expected,-118.36,34.05754
2017,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Acute Stroke Subarachnoid,,,,,-118.36,34.05754
2017,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Carotid Endarterectomy,,,,,-118.36,34.05754
2017,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,GI Hemorrhage,5,113,2.6,As Expected,-118.36,34.05754
2017,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Heart Failure,3,205,1.2,As Expected,-118.36,34.05754
2017,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Hip Fracture,1,40,1.4,As Expected,-118.36,34.05754
2017,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,PCI,,,,,-118.36,34.05754
2017,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Pancreatic Resection,,,,,-118.36,34.05754
2017,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Pneumonia,4,127,2,As Expected,-118.36,34.05754
2018,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,AMI,3,61,3.7,As Expected,-118.36,34.05754
2018,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Acute Stroke,1,33,3.5,As Expected,-118.36,34.05754
2018,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Acute Stroke Hemorrhagic,,,,,-118.36,34.05754
2018,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Acute Stroke Ischemic,1,32,2,As Expected,-118.36,34.05754
2018,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Acute Stroke Subarachnoid,,,,,-118.36,34.05754
2018,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Carotid Endarterectomy,,,,,-118.36,34.05754
2018,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,GI Hemorrhage,9,139,3.5,As Expected,-118.36,34.05754
2018,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Heart Failure,4,230,1.3,As Expected,-118.36,34.05754
2018,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Hip Fracture,0,33,0,As Expected,-118.36,34.05754
2018,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,PCI,,,,,-118.36,34.05754
2018,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Pancreatic Resection,,,,,-118.36,34.05754
2018,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Pneumonia,5,114,3,As Expected,-118.36,34.05754
2019,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,AAA Repair Endo Unrupture,,,,,-118.36,34.05754
2019,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,AAA Repair Open Unrupture,,,,,-118.36,34.05754
2019,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,AMI,1,58,1.2,As Expected,-118.36,34.05754
2019,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Acute Stroke,2,39,11.6,As Expected,-118.36,34.05754
2019,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Acute Stroke Hemorrhagic,,,,,-118.36,34.05754
2019,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Acute Stroke Ischemic,0,37,0,As Expected,-118.36,34.05754
2019,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Acute Stroke Subarachnoid,,,,,-118.36,34.05754
2019,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Carotid Endarterectomy,,,,,-118.36,34.05754
2019,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,GI Hemorrhage,2,92,2.5,As Expected,-118.36,34.05754
2019,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Heart Failure,5,226,2.1,As Expected,-118.36,34.05754
2019,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Hip Fracture,1,33,2.8,As Expected,-118.36,34.05754
2019,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,PCI,,,,,-118.36,34.05754
2019,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Pancreatic Resection,,,,,-118.36,34.05754
2019,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Pneumonia,5,117,4.4,As Expected,-118.36,34.05754
2020,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,AAA Repair Endo Unrupture,,,,,-118.36,34.05754
2020,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,AAA Repair Open Unrupture,,,,,-118.36,34.05754
2020,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,AMI,6,48,11.2,As Expected,-118.36,34.05754
2020,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Acute Stroke,0,19,0,As Expected,-118.36,34.05754
2020,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Acute Stroke Hemorrhagic,,,,,-118.36,34.05754
2020,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Acute Stroke Ischemic,0,17,0,As Expected,-118.36,34.05754
2020,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Acute Stroke Subarachnoid,,,,,-118.36,34.05754
2020,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Carotid Endarterectomy,,,,,-118.36,34.05754
2020,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,GI Hemorrhage,2,72,3.3,As Expected,-118.36,34.05754
2020,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Heart Failure,3,154,2,As Expected,-118.36,34.05754
2020,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Hip Fracture,0,15,0,As Expected,-118.36,34.05754
2020,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,PCI,,,,,-118.36,34.05754
2020,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Pancreatic Resection,,,,,-118.36,34.05754
2020,Los Angeles,Olympia Medical Center,106190534,Independent/Other,IMI,Pneumonia,30,330,6.4,As Expected,-118.36,34.05754
2016,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,AMI,2,21,13.1,As Expected,-118.136,34.05308
2016,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Acute Stroke,1,43,4.7,As Expected,-118.136,34.05308
2016,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Acute Stroke Hemorrhagic,0,5,0,As Expected,-118.136,34.05308
2016,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Acute Stroke Ischemic,1,38,4.8,As Expected,-118.136,34.05308
2016,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Acute Stroke Subarachnoid,,,,,-118.136,34.05308
2016,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Carotid Endarterectomy,,,,,-118.136,34.05308
2016,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,GI Hemorrhage,1,112,1.1,As Expected,-118.136,34.05308
2016,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Heart Failure,0,151,0,As Expected,-118.136,34.05308
2016,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Hip Fracture,1,30,4,As Expected,-118.136,34.05308
2016,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,PCI,,,,,-118.136,34.05308
2016,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Pancreatic Resection,,,,,-118.136,34.05308
2016,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Pneumonia,2,100,3.3,As Expected,-118.136,34.05308
2017,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,AMI,1,17,5.6,As Expected,-118.136,34.05308
2017,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Acute Stroke,1,46,6.4,As Expected,-118.136,34.05308
2017,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Acute Stroke Hemorrhagic,0,5,0,As Expected,-118.136,34.05308
2017,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Acute Stroke Ischemic,1,41,4.6,As Expected,-118.136,34.05308
2017,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Acute Stroke Subarachnoid,,,,,-118.136,34.05308
2017,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Carotid Endarterectomy,,,,,-118.136,34.05308
2017,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,GI Hemorrhage,4,62,5.5,As Expected,-118.136,34.05308
2017,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Heart Failure,2,117,1.8,As Expected,-118.136,34.05308
2017,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Hip Fracture,0,23,0,As Expected,-118.136,34.05308
2017,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,PCI,,,,,-118.136,34.05308
2017,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Pancreatic Resection,,,,,-118.136,34.05308
2017,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Pneumonia,2,110,2.1,As Expected,-118.136,34.05308
2018,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,AMI,2,13,8.2,As Expected,-118.136,34.05308
2018,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Acute Stroke,2,47,6.5,As Expected,-118.136,34.05308
2018,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Acute Stroke Hemorrhagic,1,9,11.6,As Expected,-118.136,34.05308
2018,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Acute Stroke Ischemic,1,38,5,As Expected,-118.136,34.05308
2018,Los Angeles,Monterey Park Hospital,106190547,"AHMC Healthcare, Inc.",IMI,Acute Stroke Subarachnoid,,,,,-118.136,34.05308
